날짜,종가,전일비,시가,고가,저가,거래량
2020.06.19,263500.0,0.0,267500.0,269500.0,262000.0,920126.0
2020.06.18,263500.0,500.0,264500.0,267000.0,260500.0,981144.0
2020.06.17,263000.0,0.0,261500.0,268000.0,258000.0,1162204.0
2020.06.16,263000.0,10500.0,260500.0,263000.0,258000.0,915456.0
2020.06.15,252500.0,13500.0,266000.0,271000.0,250000.0,1549230.0
2020.06.12,266000.0,1000.0,256500.0,268000.0,256000.0,1688975.0
2020.06.11,265000.0,3000.0,264000.0,268000.0,261000.0,1724551.0
2020.06.10,262000.0,7500.0,256500.0,263500.0,256500.0,1575452.0
2020.06.09,254500.0,2000.0,255500.0,259500.0,252500.0,834862.0
2020.06.08,256500.0,5500.0,252500.0,258000.0,248500.0,1417078.0
2020.06.05,251000.0,3000.0,253000.0,253500.0,247500.0,1007264.0
2020.06.04,254000.0,4500.0,247500.0,257000.0,247000.0,1228950.0
2020.06.03,249500.0,10000.0,259500.0,261500.0,247500.0,2302391.0
2020.06.02,259500.0,4500.0,262500.0,263000.0,257000.0,978846.0
2020.06.01,264000.0,500.0,263500.0,266000.0,259500.0,1083698.0
2020.05.29,263500.0,3500.0,263500.0,267500.0,257500.0,1645822.0
2020.05.28,267000.0,6500.0,257500.0,270000.0,252500.0,2495048.0
2020.05.27,260500.0,9500.0,262000.0,267000.0,257000.0,2015974.0
2020.05.26,270000.0,2000.0,273500.0,279500.0,261000.0,3274293.0
2020.05.25,268000.0,21000.0,251000.0,270000.0,249000.0,2653776.0
2020.05.22,247000.0,9500.0,237500.0,248500.0,235000.0,1887064.0
2020.05.21,237500.0,6000.0,237500.0,240000.0,234500.0,1408737.0
2020.05.20,231500.0,11500.0,223500.0,234500.0,222000.0,1773960.0
2020.05.19,220000.0,1000.0,221500.0,222500.0,214000.0,1308903.0
2020.05.18,221000.0,500.0,221500.0,225500.0,218500.0,744533.0
2020.05.15,221500.0,3500.0,228500.0,231500.0,216000.0,1524083.0
2020.05.14,225000.0,8500.0,216000.0,228000.0,214000.0,1459813.0
2020.05.13,216500.0,2000.0,211500.0,216500.0,211500.0,1113608.0
2020.05.12,214500.0,7000.0,209000.0,216500.0,206000.0,1563095.0
2020.05.11,207500.0,1500.0,207000.0,211500.0,206500.0,1048413.0
2020.05.08,206000.0,0.0,206500.0,210000.0,204000.0,1405404.0
2020.05.07,206000.0,6500.0,199500.0,207500.0,198500.0,2629709.0
2020.05.06,199500.0,13000.0,189000.0,200000.0,188000.0,2035947.0
2020.05.04,186500.0,2500.0,181500.0,190000.0,180000.0,1019409.0
2020.04.29,184000.0,1000.0,184000.0,186500.0,182500.0,659512.0
2020.04.28,185000.0,1000.0,185500.0,186500.0,181500.0,668638.0
2020.04.27,184000.0,1000.0,183000.0,187000.0,181500.0,721963.0
2020.04.24,183000.0,2500.0,184500.0,188500.0,182000.0,1073684.0
2020.04.23,185500.0,8500.0,181500.0,186500.0,180500.0,1509799.0
2020.04.22,177000.0,1500.0,174000.0,177000.0,171500.0,686146.0
2020.04.21,175500.0,500.0,176500.0,177500.0,168500.0,1232126.0
2020.04.20,175000.0,3000.0,172500.0,179000.0,172000.0,859303.0
2020.04.17,172000.0,6500.0,169000.0,172500.0,167500.0,947794.0
2020.04.16,165500.0,6000.0,159000.0,167000.0,158500.0,1005533.0
2020.04.14,159500.0,2000.0,159500.0,160500.0,158000.0,430759.0
2020.04.13,157500.0,3500.0,161000.0,161000.0,157000.0,470251.0
2020.04.10,161000.0,3000.0,158500.0,161500.0,157000.0,753323.0
2020.04.09,158000.0,0.0,161000.0,161000.0,157500.0,726920.0
2020.04.08,158000.0,2000.0,159000.0,160500.0,158000.0,738303.0
2020.04.07,160000.0,500.0,163500.0,164500.0,158500.0,920798.0
2020.04.06,160500.0,3000.0,158500.0,161000.0,157500.0,807805.0
2020.04.03,157500.0,500.0,158500.0,159000.0,155000.0,545749.0
2020.04.02,157000.0,6500.0,152000.0,157000.0,149000.0,1043790.0
2020.04.01,150500.0,5000.0,156000.0,158500.0,150000.0,794295.0
2020.03.31,155500.0,2500.0,155000.0,159000.0,152000.0,1042474.0
2020.03.30,153000.0,500.0,149500.0,154500.0,147500.0,668254.0
2020.03.27,152500.0,2000.0,156500.0,157000.0,149000.0,958988.0
2020.03.26,150500.0,4000.0,155000.0,156000.0,150000.0,893688.0
2020.03.25,154500.0,0.0,160500.0,162500.0,151000.0,1290376.0
2020.03.24,154500.0,11000.0,150500.0,155000.0,147000.0,1271387.0
2020.03.23,143500.0,6000.0,138000.0,148000.0,137500.0,1569378.0
2020.03.20,149500.0,15500.0,138000.0,151000.0,134500.0,1765756.0
2020.03.19,134000.0,7000.0,145500.0,147000.0,127500.0,2157141.0
2020.03.18,141000.0,6500.0,148500.0,152000.0,140500.0,1107527.0
2020.03.17,147500.0,0.0,141000.0,150500.0,140000.0,1221046.0
2020.03.16,147500.0,11500.0,162000.0,164000.0,147500.0,1252484.0
2020.03.13,159000.0,2000.0,150000.0,161500.0,145000.0,1601985.0
2020.03.12,161000.0,8000.0,167000.0,169000.0,158500.0,1218070.0
2020.03.11,169000.0,4000.0,172000.0,174500.0,167000.0,550227.0
2020.03.10,173000.0,5500.0,164500.0,174500.0,164000.0,950875.0
2020.03.09,167500.0,8000.0,171000.0,171500.0,166000.0,805638.0
2020.03.06,175500.0,4000.0,176500.0,178500.0,174000.0,568424.0
2020.03.05,179500.0,0.0,182500.0,183000.0,176500.0,821744.0
2020.03.04,179500.0,4500.0,174000.0,181000.0,174000.0,709188.0
2020.03.03,175000.0,0.0,180500.0,181000.0,175000.0,629017.0
2020.03.02,175000.0,3000.0,174500.0,176500.0,169500.0,793495.0
2020.02.28,172000.0,6500.0,174500.0,176500.0,170500.0,1022917.0
2020.02.27,178500.0,5500.0,184000.0,185500.0,176500.0,785062.0
2020.02.26,184000.0,1500.0,183500.0,185500.0,181500.0,516378.0
2020.02.25,185500.0,2000.0,182000.0,186000.0,180000.0,596763.0
2020.02.24,183500.0,6000.0,184500.0,186000.0,182000.0,792733.0
2020.02.21,189500.0,1000.0,188500.0,191500.0,187500.0,558497.0
2020.02.20,190500.0,500.0,190500.0,191500.0,188000.0,547405.0
2020.02.19,190000.0,8000.0,184000.0,190500.0,183500.0,1362998.0
2020.02.18,182000.0,1500.0,180500.0,183500.0,179000.0,587253.0
2020.02.17,180500.0,500.0,180000.0,182000.0,179000.0,329408.0
2020.02.14,180000.0,1000.0,181000.0,184500.0,179000.0,948085.0
2020.02.13,179000.0,7000.0,174500.0,181500.0,173500.0,1877980.0
2020.02.12,172000.0,2000.0,169500.0,172000.0,168000.0,407917.0
2020.02.11,170000.0,1000.0,169000.0,170000.0,168000.0,307120.0
2020.02.10,169000.0,1500.0,167500.0,169500.0,166000.0,375209.0
2020.02.07,167500.0,1500.0,167000.0,170500.0,166000.0,522100.0
2020.02.06,166000.0,3000.0,165500.0,168000.0,163500.0,552044.0
2020.02.05,163000.0,1500.0,166500.0,167000.0,161500.0,456954.0
2020.02.04,164500.0,5000.0,161500.0,165500.0,160500.0,394773.0
2020.02.03,159500.0,500.0,156000.0,160500.0,156000.0,423907.0
2020.01.31,159000.0,3000.0,162500.0,164000.0,158500.0,346067.0
2020.01.30,162000.0,1500.0,163000.0,165500.0,160500.0,418908.0
2020.01.29,163500.0,1000.0,165500.0,166000.0,162500.0,255167.0
2020.01.28,162500.0,3000.0,160000.0,163500.0,159500.0,513228.0
2020.01.23,165500.0,500.0,168000.0,168000.0,164500.0,323420.0
2020.01.22,166000.0,1000.0,166000.0,169000.0,164500.0,504350.0
2020.01.21,165000.0,3500.0,168500.0,169000.0,163500.0,389155.0
2020.01.20,168500.0,0.0,169000.0,170000.0,167000.0,380510.0
2020.01.17,168500.0,3000.0,171500.0,172500.0,168000.0,354724.0
2020.01.16,171500.0,1500.0,170000.0,172000.0,170000.0,260049.0
2020.01.15,170000.0,3000.0,167000.0,170500.0,166500.0,462119.0
2020.01.14,167000.0,0.0,167500.0,168500.0,165500.0,423286.0
2020.01.13,167000.0,2000.0,165500.0,167500.0,165000.0,475667.0
2020.01.10,165000.0,1000.0,165000.0,166500.0,163000.0,401906.0
2020.01.09,164000.0,4500.0,163500.0,165500.0,162500.0,878319.0
2020.01.08,159500.0,500.0,158500.0,162000.0,156500.0,851619.0
2020.01.07,160000.0,5500.0,155000.0,160000.0,154500.0,840186.0
2020.01.06,154500.0,2000.0,150500.0,155000.0,150000.0,393715.0
2020.01.03,152500.0,0.0,153500.0,155000.0,151000.0,314848.0
2020.01.02,152500.0,1000.0,154000.0,154500.0,152000.0,241047.0
